peric	-12.680659301418203	VB:peric,VBD:pericked,VBG:pericking,VBN:pericked,VBZ:pericks,JJ:periced,NN:periced,NNS:periced
inale	-12.693952826189966	VB:inale,VBD:inales,VBG:inale,VBN:inale,VBZ:inale,JJ:inale,NN:inale,NNS:inale
barda	-12.694933036308514	VB:barda,VBD:barda,VBG:barda,VBN:barda,VBZ:barda,JJ:barda,NN:barda,NNS:barda
sablet	-12.720300831206393	VB:sablet,VBD:sablet,VBG:sableting,VBN:sablet,VBZ:sablets,JJ:sablet,NN:sablet,NNS:sablets
atery	-12.747838640272915	VB:atery,VBD:atered,VBG:atering,VBN:atered,VBZ:aters,JJ:atery,NN:ater,NNS:aters
atert	-12.747838640272915	VB:atert,VBD:atert,VBG:atert,VBN:atert,VBZ:atert,JJ:atert,NN:atert,NNS:atert
progy	-12.749695397627038	VB:progy,VBD:progied,VBG:progying,VBN:progied,VBZ:progies,JJ:progy,NN:progy,NNS:progies
roust	-12.774125962350869	VB:roust,VBD:rousted,VBG:rousting,VBN:rousted,VBZ:roust,JJ:roustic,NN:roust,NNS:rousts
forad	-12.774135244297277	VB:forad,VBD:forad,VBG:forading,VBN:forad,VBZ:forads,JJ:forad,NN:forad,NNS:forads
bante	-12.777908249835228	VB:bante,VBD:bante,VBG:banteing,VBN:bante,VBZ:bante,JJ:banted,NN:bante,NNS:bante
ineth	-12.807459131636469	VB:ineth,VBD:inethed,VBG:inething,VBN:inethed,VBZ:ineths,JJ:ineth,NN:ineth,NNS:ineths
throt	-12.816780795513857	VB:throt,VBD:throt,VBG:throting,VBN:throted,VBZ:throts,JJ:throtic,NN:throt,NNS:throts
equel	-12.868729169226505	VB:equel,VBD:equel,VBG:equeling,VBN:equeled,VBZ:equeles,JJ:equely,NN:equeler,NNS:equelers
priss	-12.878638197658278	VB:priss,VBD:prised,VBG:prising,VBN:prised,VBZ:prises,JJ:prissy,NN:priss,NNS:prisses
coute	-12.902713420060458	VB:coute,VBD:coute,VBG:couteing,VBN:coute,VBZ:coute,JJ:couted,NN:coute,NNS:coute
berel	-12.932609131734036	VB:berel,VBD:berel,VBG:bereling,VBN:bereled,VBZ:bereles,JJ:berely,NN:bereler,NNS:berelers
intel	-12.9422208195761	VB:intel,VBD:intel,VBG:inteling,VBN:inteled,VBZ:inteles,JJ:intely,NN:inteler,NNS:intelers
barty	-12.95440962272912	VB:barty,VBD:barty,VBG:barty,VBN:barty,VBZ:barty,JJ:barty,NN:barty,NNS:barty
quile	-12.96450738458444	VB:quile,VBD:quiles,VBG:quile,VBN:quile,VBZ:quile,JJ:quile,NN:quile,NNS:quile
spoly	-13.012174254805695	VB:spoly,VBD:spolyed,VBG:spolying,VBN:spolyed,VBZ:spolys,JJ:spoly,NN:spoly,NNS:spolys
bande	-13.013485692945979	VB:bande,VBD:banded,VBG:banding,VBN:banded,VBZ:bande,JJ:band,NN:band,NNS:bands
frest	-13.015784142062603	VB:frest,VBD:frested,VBG:fresting,VBN:frested,VBZ:frest,JJ:frestic,NN:frest,NNS:frests
scate	-13.024921254537038	VB:scate,VBD:scat,VBG:scat,VBN:scat,VBZ:scat,JJ:scat,NN:scat,NNS:scat
heran	-13.060861120881093	VB:heran,VBD:heran,VBG:heraning,VBN:heraned,VBZ:herans,JJ:heran,NN:heran,NNS:herans
logra	-13.068991754176803	VB:logra,VBD:lograed,VBG:lograing,VBN:lograed,VBZ:lograes,JJ:logra,NN:logra,NNS:lograes
caral	-13.086158179434065	VB:caral,VBD:caral,VBG:caral,VBN:caral,VBZ:caraled,JJ:caral,NN:caral,NNS:caral
bersh	-13.090437941365392	VB:bersh,VBD:bershed,VBG:bershing,VBN:bershed,VBZ:bershes,JJ:bersh,NN:bersh,NNS:bershes
maric	-13.102899842631734	VB:maric,VBD:maricked,VBG:maricking,VBN:maricked,VBZ:maricks,JJ:mariced,NN:mariced,NNS:mariced
coper	-13.11319024199931	VB:coper,VBD:copered,VBG:coper,VBN:coper,VBZ:coperes,JJ:coper,NN:coper,NNS:coperes
copel	-13.11319024199931	VB:copel,VBD:copel,VBG:copeling,VBN:copeled,VBZ:copeles,JJ:copely,NN:copeler,NNS:copelers
copen	-13.11319024199931	VB:copen,VBD:copened,VBG:copening,VBN:copened,VBZ:copens,JJ:copeny,NN:copen,NNS:copens
mathi	-13.12966624854644	VB:mathi,VBD:mathied,VBG:mathing,VBN:mathied,VBZ:mathies,JJ:mathi,NN:mathi,NNS:mathi
antia	-13.130243008833576	VB:antia,VBD:antiaed,VBG:antiaing,VBN:antiaed,VBZ:antiaes,JJ:antian,NN:antia,NNS:antias
horth	-13.161883952764981	VB:horth,VBD:horthed,VBG:horthing,VBN:horthed,VBZ:horths,JJ:horth,NN:horth,NNS:horths
imple	-13.175876289182582	VB:imple,VBD:imples,VBG:impling,VBN:imple,VBZ:imple,JJ:imply,NN:implo,NNS:implos
trush	-13.187972843412673	VB:trush,VBD:trushed,VBG:trushing,VBN:trushed,VBZ:trushes,JJ:trush,NN:trush,NNS:trushes
trusy	-13.187972843412673	VB:trusy,VBD:trusyed,VBG:trusying,VBN:trusyed,VBZ:trusyes,JJ:trusy,NN:trusy,NNS:trusys
venth	-13.221568647619577	VB:venth,VBD:venthed,VBG:venthing,VBN:venthed,VBZ:venths,JJ:venth,NN:venth,NNS:venths
trais	-13.264619158124903	VB:trais,VBD:trais,VBG:trais,VBN:trais,VBZ:trais,JJ:traish,NN:traish,NNS:traish
ancer	-13.267361935294446	VB:ancer,VBD:ancered,VBG:ancer,VBN:ancer,VBZ:anceres,JJ:ancer,NN:ancer,NNS:anceres
minam	-13.281980274113877	VB:minam,VBD:minamed,VBG:minaming,VBN:minamed,VBZ:minams,JJ:minam,NN:minam,NNS:minams
gatid	-13.325380901038493	VB:gatid,VBD:gatided,VBG:gatid,VBN:gatided,VBZ:gatides,JJ:gatid,NN:gatid,NNS:gatides
sturt	-13.331702849862033	VB:sturt,VBD:sturt,VBG:sturt,VBN:sturt,VBZ:sturt,JJ:sturt,NN:sturt,NNS:sturt
ement	-13.354154216295141	VB:ement,VBD:ement,VBG:ement,VBN:ement,VBZ:ement,JJ:ementy,NN:ement,NNS:ement
bable	-13.35592802712061	VB:bable,VBD:bables,VBG:babling,VBN:bable,VBZ:bable,JJ:bably,NN:bable,NNS:bable
drand	-13.373642428015147	VB:drand,VBD:drand,VBG:drand,VBN:drand,VBZ:drand,JJ:drand,NN:drand,NNS:drand
halla	-13.376463360635274	VB:halla,VBD:halla,VBG:hallag,VBN:hallag,VBZ:hallag,JJ:hallag,NN:hallag,NNS:hallag
viste	-13.378276610074002	VB:viste,VBD:viste,VBG:visting,VBN:viste,VBZ:vists,JJ:visty,NN:vist,NNS:vists
tivel	-13.38330205959997	VB:tivel,VBD:tivel,VBG:tiveling,VBN:tiveled,VBZ:tiveles,JJ:tively,NN:tiveler,NNS:tivelers
insel	-13.392674738059556	VB:insel,VBD:insel,VBG:inseling,VBN:inseled,VBZ:inseles,JJ:insely,NN:inseler,NNS:inselers
choly	-13.410624843538292	VB:choly,VBD:cholyed,VBG:cholying,VBN:cholyed,VBZ:cholys,JJ:choly,NN:choly,NNS:cholys
forne	-13.427810495102447	VB:forne,VBD:fornes,VBG:forne,VBN:forne,VBZ:forne,JJ:forne,NN:fornee,NNS:forne
demia	-13.43045350397342	VB:demia,VBD:demiaed,VBG:demiaing,VBN:demiaed,VBZ:demiaes,JJ:demian,NN:demia,NNS:demias
emany	-13.452408822683987	VB:emany,VBD:emanyed,VBG:emanying,VBN:emanyed,VBZ:emanys,JJ:emany,NN:emany,NNS:emany
hable	-13.478967305807107	VB:hable,VBD:hables,VBG:habling,VBN:hable,VBZ:hable,JJ:hably,NN:hable,NNS:hable
entic	-13.488478609427219	VB:entic,VBD:enticked,VBG:enticking,VBN:enticked,VBZ:enticks,JJ:enticed,NN:enticed,NNS:enticed
warth	-13.50126137054057	VB:warth,VBD:warthed,VBG:warthing,VBN:warthed,VBZ:warths,JJ:warth,NN:warth,NNS:warths
inater	-13.507926150456036	VB:inater,VBD:inated,VBG:inater,VBN:inated,VBZ:inates,JJ:inater,NN:inater,NNS:inateres
clogy	-13.510301214797806	VB:clogy,VBD:clogied,VBG:clogying,VBN:clogied,VBZ:clogies,JJ:clogy,NN:clogy,NNS:clogies
cloge	-13.510301214797806	VB:cloge,VBD:clogeed,VBG:clogeing,VBN:clogeed,VBZ:clogees,JJ:cloge,NN:cloge,NNS:cloges
explad	-13.511692661004886	VB:explad,VBD:explad,VBG:explading,VBN:explad,VBZ:explads,JJ:explad,NN:explad,NNS:explads
incon	-13.55139935345008	VB:incon,VBD:inconed,VBG:inconing,VBN:inconed,VBZ:inconed,JJ:inconed,NN:incon,NNS:inconed
domer	-13.563024945342068	VB:domer,VBD:domered,VBG:domer,VBN:domer,VBZ:domeres,JJ:domer,NN:domer,NNS:domeres
scrus	-13.566047511199159	VB:scrus,VBD:scrus,VBG:scrus,VBN:scrus,VBZ:scrus,JJ:scrust,NN:scrust,NNS:scruses
crous	-13.570722718230138	VB:crous,VBD:crous,VBG:crous,VBN:crous,VBZ:crous,JJ:croust,NN:croust,NNS:crouses
lable	-13.584119563667258	VB:lable,VBD:lables,VBG:labling,VBN:lable,VBZ:lable,JJ:lably,NN:lable,NNS:lable
acket	-13.598217038262248	VB:acket,VBD:acket,VBG:acketing,VBN:acket,VBZ:ackets,JJ:acket,NN:acket,NNS:ackets
diate	-13.599399142150476	VB:diate,VBD:diat,VBG:diat,VBN:diat,VBZ:diat,JJ:diat,NN:diat,NNS:diat
liang	-13.602440653085962	VB:liang,VBD:lianged,VBG:lianging,VBN:lianged,VBZ:liangs,JJ:liang,NN:liang,NNS:liangs
catte	-13.604630657546197	VB:catte,VBD:catte,VBG:catting,VBN:catte,VBZ:catte,JJ:catty,NN:catt,NNS:catts
impal	-13.610813345899132	VB:impal,VBD:impal,VBG:impal,VBN:impal,VBZ:impaled,JJ:impal,NN:impal,NNS:impal
morip	-13.6245162147728	VB:morip,VBD:moripated,VBG:moripating,VBN:moripated,VBZ:moripates,JJ:moripy,NN:morip,NNS:morips
twork	-13.626087323974396	VB:twork,VBD:tworked,VBG:tworking,VBN:tworked,VBZ:tworks,JJ:twork,NN:twork,NNS:tworks
spher	-13.634064044697228	VB:spher,VBD:sphered,VBG:spher,VBN:spher,VBZ:spheres,JJ:spher,NN:spher,NNS:spheres
crine	-13.636503862095834	VB:crine,VBD:crines,VBG:cring,VBN:crine,VBZ:crine,JJ:criny,NN:crinee,NNS:crine
suria	-13.638370319039089	VB:suria,VBD:suriaed,VBG:suriaing,VBN:suriaed,VBZ:suriaes,JJ:surian,NN:suria,NNS:surias
teram	-13.653999140930805	VB:teram,VBD:teramed,VBG:teraming,VBN:teramed,VBZ:terams,JJ:teram,NN:teram,NNS:terams
demet	-13.65752241251934	VB:demet,VBD:demet,VBG:demeting,VBN:demet,VBZ:demets,JJ:demet,NN:demet,NNS:demets
bacia	-13.665193867393707	VB:bacia,VBD:baciaed,VBG:baciaing,VBN:baciaed,VBZ:baciaes,JJ:bacian,NN:bacia,NNS:bacias
hance	-13.68096561358963	VB:hance,VBD:hance,VBG:hancing,VBN:hance,VBZ:hance,JJ:hancy,NN:hanced,NNS:hance
horis	-13.68125811185856	VB:horis,VBD:horis,VBG:horis,VBN:horis,VBZ:horis,JJ:horish,NN:horish,NNS:horish
winaw	-13.685339301487843	VB:winaw,VBD:winawed,VBG:winawing,VBN:winawed,VBZ:winaws,JJ:winaw,NN:winaw,NNS:winaws
thord	-13.692172973049312	VB:thord,VBD:thord,VBG:thord,VBN:thord,VBZ:thord,JJ:thord,NN:thord,NNS:thords
impon	-13.693275506091105	VB:impon,VBD:imponed,VBG:imponing,VBN:imponed,VBZ:imponed,JJ:imponed,NN:impon,NNS:imponed
dever	-13.722993675142572	VB:dever,VBD:deved,VBG:deveing,VBN:deved,VBZ:deves,JJ:dever,NN:deve,NNS:deves
quady	-13.733163029998156	VB:quady,VBD:quadyed,VBG:quadying,VBN:quadyed,VBZ:quadys,JJ:quady,NN:quady,NNS:quadys
menic	-13.749190754754022	VB:menic,VBD:menicked,VBG:menicking,VBN:menicked,VBZ:menicks,JJ:meniced,NN:meniced,NNS:meniced
comple	-13.766786364776205	VB:comple,VBD:comples,VBG:compling,VBN:comple,VBZ:comple,JJ:comply,NN:complo,NNS:complos
taine	-13.777409296137808	VB:taine,VBD:taines,VBG:taing,VBN:taine,VBZ:taine,JJ:tainy,NN:tainee,NNS:taine
vione	-13.789077253155517	VB:vione,VBD:viones,VBG:vione,VBN:vione,VBZ:vione,JJ:vione,NN:vionee,NNS:vione
aught	-13.820162939862032	VB:aught,VBD:aughted,VBG:aughing,VBN:aughted,VBZ:aughts,JJ:aughty,NN:aught,NNS:aughts
logen	-13.827983654673009	VB:logen,VBD:logened,VBG:logening,VBN:logened,VBZ:logens,JJ:logeny,NN:logen,NNS:logens
troth	-13.829758267116821	VB:troth,VBD:trothed,VBG:trothing,VBN:trothed,VBZ:troths,JJ:troth,NN:troth,NNS:troths
imeto	-13.83551511900218	VB:imeto,VBD:imetoed,VBG:imetoing,VBN:imetoed,VBZ:imetoes,JJ:imeto,NN:imeto,NNS:imetos
rable	-13.838924018577048	VB:rable,VBD:rables,VBG:rabling,VBN:rable,VBZ:rable,JJ:rably,NN:rable,NNS:rable
rabla	-13.838924018577048	VB:rabla,VBD:rabla,VBG:rablag,VBN:rablag,VBZ:rablag,JJ:rablag,NN:rablag,NNS:rablag
poidy	-13.84011902260399	VB:poidy,VBD:poidyed,VBG:poidying,VBN:poidyed,VBZ:poidys,JJ:poidy,NN:poidy,NNS:poidys
cotte	-13.849980368512554	VB:cotte,VBD:cotte,VBG:cotting,VBN:cotte,VBZ:cotte,JJ:cotty,NN:cott,NNS:cotts
ellam	-13.8569155826192	VB:ellam,VBD:ellamed,VBG:ellaming,VBN:ellamed,VBZ:ellams,JJ:ellam,NN:ellam,NNS:ellams
bount	-13.858290904129788	VB:bount,VBD:bount,VBG:bount,VBN:bount,VBZ:bount,JJ:bounty,NN:bount,NNS:bount
bught	-13.861529654064007	VB:bught,VBD:bughted,VBG:bughing,VBN:bughted,VBZ:bughts,JJ:bughty,NN:bught,NNS:bughts
brion	-13.86413865310002	VB:brion,VBD:brioned,VBG:brioning,VBN:brioned,VBZ:brioned,JJ:brioned,NN:brion,NNS:brioned
amang	-13.868760497778949	VB:amang,VBD:amanged,VBG:amanging,VBN:amanged,VBZ:amangs,JJ:amang,NN:amang,NNS:amangs
tious	-13.885765973053902	VB:tious,VBD:tious,VBG:tious,VBN:tious,VBZ:tious,JJ:tioust,NN:tioust,NNS:tiouses
mation	-13.886458265384206	VB:mation,VBD:mated,VBG:mating,VBN:mated,VBZ:mates,JJ:matory,NN:mation,NNS:mationed
spele	-13.888108729879786	VB:spele,VBD:speles,VBG:speling,VBN:spele,VBZ:spele,JJ:spely,NN:spele,NNS:spele
sweak	-13.903867738998313	VB:sweak,VBD:sweak,VBG:sweak,VBN:sweak,VBZ:sweaks,JJ:sweak,NN:sweak,NNS:sweaks
ingent	-13.906555652773491	VB:ingent,VBD:ingent,VBG:ingent,VBN:ingent,VBZ:ingent,JJ:ingenty,NN:ingent,NNS:ingent
wasty	-13.910466182001619	VB:wasty,VBD:wasted,VBG:wasting,VBN:wasted,VBZ:wasts,JJ:wasty,NN:wast,NNS:wasts
mosin	-13.925857647164776	VB:mosin,VBD:mosined,VBG:mosining,VBN:mosined,VBZ:mosins,JJ:mosiny,NN:mosin,NNS:mosins
aphip	-13.939353970999806	VB:aphip,VBD:aphipated,VBG:aphipating,VBN:aphipated,VBZ:aphipates,JJ:aphipy,NN:aphip,NNS:aphips
shous	-13.95359087651887	VB:shous,VBD:shous,VBG:shous,VBN:shous,VBZ:shous,JJ:shoust,NN:shoust,NNS:shouses
inite	-13.991809065211395	VB:inite,VBD:inite,VBG:initeing,VBN:inite,VBZ:inite,JJ:inited,NN:inite,NNS:inite
amine	-13.999063590471515	VB:amine,VBD:amines,VBG:aming,VBN:amine,VBZ:amine,JJ:aminy,NN:aminee,NNS:amine
lenth	-14.011490378055967	VB:lenth,VBD:lenthed,VBG:lenthing,VBN:lenthed,VBZ:lenths,JJ:lenth,NN:lenth,NNS:lenths
spric	-14.017363970084553	VB:spric,VBD:spricked,VBG:spricking,VBN:spricked,VBZ:spricks,JJ:spriced,NN:spriced,NNS:spriced
singy	-14.038005438579203	VB:singy,VBD:singyed,VBG:singying,VBN:singyed,VBZ:singyes,JJ:singy,NN:singy,NNS:singys
strate	-14.038716535670302	VB:strate,VBD:strat,VBG:strat,VBN:strat,VBZ:strat,JJ:strat,NN:strat,NNS:strat
phold	-14.078580888846528	VB:phold,VBD:pholded,VBG:pholding,VBN:pholded,VBZ:pholds,JJ:pholdy,NN:phold,NNS:pholds
freel	-14.087337403087638	VB:freel,VBD:freel,VBG:freeling,VBN:freeled,VBZ:freeles,JJ:freely,NN:freeler,NNS:freelers
litin	-14.12066483108062	VB:litin,VBD:litined,VBG:litining,VBN:litined,VBZ:litins,JJ:litiny,NN:litin,NNS:litins
neste	-14.121215026233877	VB:neste,VBD:neste,VBG:nesting,VBN:neste,VBZ:nests,JJ:nesty,NN:nest,NNS:nests
raing	-14.126530977720375	VB:raing,VBD:rainged,VBG:rainging,VBN:rainged,VBZ:raings,JJ:raing,NN:raing,NNS:raings
malig	-14.132275598668974	VB:malig,VBD:maliged,VBG:maliging,VBN:maliged,VBZ:maliges,JJ:malig,NN:malig,NNS:maliges
presse	-14.139665281609009	VB:presse,VBD:pressed,VBG:pressing,VBN:pressed,VBZ:presses,JJ:pressy,NN:press,NNS:presss
laing	-14.157268328053949	VB:laing,VBD:lainged,VBG:lainging,VBN:lainged,VBZ:laings,JJ:laing,NN:laing,NNS:laings
bucky	-14.167719370623335	VB:bucky,VBD:bucked,VBG:bucking,VBN:bucked,VBZ:bucks,JJ:bucky,NN:bucky,NNS:buckies
subia	-14.169015898365823	VB:subia,VBD:subiaed,VBG:subiaing,VBN:subiaed,VBZ:subiaes,JJ:subian,NN:subia,NNS:subias
eline	-14.177220302655805	VB:eline,VBD:elines,VBG:eling,VBN:eline,VBZ:eline,JJ:eliny,NN:elinee,NNS:eline
terma	-14.18162846658601	VB:terma,VBD:termad,VBG:termating,VBN:termated,VBZ:termates,JJ:termatic,NN:termat,NNS:termates
bines	-14.190982596515907	VB:bines,VBD:bined,VBG:binesing,VBN:bined,VBZ:bineses,JJ:binesy,NN:bines,NNS:bines
emont	-14.201314030161718	VB:emont,VBD:emont,VBG:emont,VBN:emont,VBZ:emont,JJ:emonty,NN:emont,NNS:emont
valle	-14.202320725507072	VB:valle,VBD:valles,VBG:valling,VBN:valle,VBZ:valle,JJ:vally,NN:valle,NNS:valle
hemic	-14.21168885169834	VB:hemic,VBD:hemicked,VBG:hemicking,VBN:hemicked,VBZ:hemicks,JJ:hemiced,NN:hemiced,NNS:hemiced
ellog	-14.21645796930634	VB:ellog,VBD:ellogged,VBG:ellogging,VBN:ellogged,VBZ:ellogs,JJ:ellog,NN:ellog,NNS:ellogs
peten	-14.217519575979857	VB:peten,VBD:peted,VBG:petening,VBN:peted,VBZ:petens,JJ:peteny,NN:peten,NNS:petens
knorn	-14.21982765732521	VB:knorn,VBD:knorned,VBG:knorning,VBN:knorned,VBZ:knorns,JJ:knorny,NN:knorny,NNS:knornys
triane	-14.233049500888725	VB:triane,VBD:trianes,VBG:triane,VBN:triane,VBZ:triane,JJ:triane,NN:trianee,NNS:triane
nover	-14.241492575329822	VB:nover,VBD:noved,VBG:noveing,VBN:noved,VBZ:noves,JJ:nover,NN:nove,NNS:noves
kente	-14.247658524287395	VB:kente,VBD:kente,VBG:kenteing,VBN:kente,VBZ:kente,JJ:kented,NN:kente,NNS:kente
auden	-14.250032547266544	VB:auden,VBD:audened,VBG:audening,VBN:audened,VBZ:audens,JJ:audeny,NN:auden,NNS:audens
bolle	-14.251210289784947	VB:bolle,VBD:bolles,VBG:bolling,VBN:bolle,VBZ:bolle,JJ:bolly,NN:bolle,NNS:bolle
scater	-14.253932078081952	VB:scater,VBD:scated,VBG:scater,VBN:scated,VBZ:scates,JJ:scater,NN:scater,NNS:scateres
broce	-14.25565629639366	VB:broce,VBD:broce,VBG:broceing,VBN:broce,VBZ:broce,JJ:broce,NN:broced,NNS:broce
stish	-14.258552964392543	VB:stish,VBD:stished,VBG:stishing,VBN:stished,VBZ:stishes,JJ:stish,NN:stish,NNS:stishes
gropt	-14.264152759816513	VB:gropt,VBD:gropted,VBG:gropting,VBN:gropted,VBZ:gropts,JJ:gropt,NN:gropt,NNS:gropts
rette	-14.269626507768507	VB:rette,VBD:rette,VBG:retting,VBN:rette,VBZ:rette,JJ:retty,NN:rett,NNS:retts
essis	-14.269772665145958	VB:essis,VBD:essis,VBG:essis,VBN:essis,VBZ:essis,JJ:essish,NN:essish,NNS:essish
garib	-14.275227695986828	VB:garib,VBD:garibed,VBG:garibing,VBN:garibed,VBZ:garibes,JJ:gariby,NN:garib,NNS:garibs
pitic	-14.279547537281355	VB:pitic,VBD:piticked,VBG:piticking,VBN:piticked,VBZ:piticks,JJ:piticed,NN:piticed,NNS:piticed
perci	-14.286380362306158	VB:perci,VBD:percied,VBG:perciing,VBN:percied,VBZ:percies,JJ:perci,NN:perci,NNS:perci
